id_,wiki_id,label_zh,label_ru,xinhua,country,type,levenstein_abs,levenstein_norm,jaccard
4276,4211247,卡米亚尼布里德,Каменный Брод,卡缅内·布罗德,Ukraine,settlement,4,0.5714285714285714,0.2727272727272727
4277,4211250,卡米亚尼布里德,Каменный Брод,卡缅内·布罗德,Ukraine,settlement,4,0.5714285714285714,0.2727272727272727
4278,4211266,卡米亚尼迈丹,Каменный Майдан,卡缅内·迈丹,Ukraine,settlement,3,0.5,0.3333333333333333
4279,4211270,卡米亚尼米斯特,Каменный Мост,卡缅内·莫斯特,Ukraine,settlement,4,0.5714285714285714,0.2727272727272727
4280,4211301,卡米亚努瓦特卡,Каменоватка,卡梅诺娃特卡,Ukraine,settlement,4,0.5714285714285714,0.3
4281,4211303,卡米亚努瓦特卡,Каменоватка,卡梅诺娃特卡,Ukraine,settlement,4,0.5714285714285714,0.3
4282,4211306,卡姆亚努瓦捷,Каменоватое,卡梅诺瓦托耶,Ukraine,settlement,5,0.8333333333333334,0.2
4283,4211339,卡米扬西卡斯洛博达,Каменская Слобода,卡缅丝卡亚·丝洛博达,Ukraine,settlement,6,0.6,0.35714285714285715
4284,4211413,卡缅西克,Каменское,卡缅斯科耶,Ukraine,settlement,3,0.6,0.2857142857142857
4285,4211416,卡缅西克,Каменское,卡缅斯科耶,Ukraine,settlement,3,0.6,0.2857142857142857
4286,4211437,卡米亚努哈,Каменуха,卡梅努哈,Ukraine,settlement,2,0.4,0.5
4287,4211463,卡明,Камень,卡缅,Ukraine,settlement,1,0.5,0.3333333333333333
4288,4211464,卡明,Камень,卡缅,Ukraine,settlement,1,0.5,0.3333333333333333
4289,4211467,卡明,Камень,卡缅,Ukraine,settlement,1,0.5,0.3333333333333333
4290,4211468,卡明,Камень,卡缅,Ukraine,settlement,1,0.5,0.3333333333333333
4291,4211470,卡明,Камень,卡缅,Ukraine,settlement,1,0.5,0.3333333333333333
4292,4211631,卡姆卡,Камка,卡姆卡,Ukraine,settlement,0,0.0,1.0
4293,4211632,卡姆卡,Камка,卡姆卡,Ukraine,settlement,0,0.0,1.0
4294,4211720,卡姆普利齐亚,Камплица,坎普莉察,Ukraine,settlement,5,0.8333333333333334,0.1111111111111111
4295,4211859,科米尚卡,Камышанка,卡梅尚卡,Ukraine,settlement,2,0.5,0.3333333333333333
4296,4211860,科米尚卡,Камышанка,卡梅尚卡,Ukraine,settlement,2,0.5,0.3333333333333333
4297,4208759,凯塔尼夫卡,Кайтановка,凯塔诺夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4298,4208762,凯塔尼夫卡,Кайтановка,凯塔诺夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4299,4208974,卡拉巴季涅,Калабатино,卡拉巴季诺,Ukraine,settlement,1,0.2,0.6666666666666666
4300,4208981,卡拉加里夫卡,Калагаровка,卡拉加萝夫卡,Ukraine,settlement,1,0.16666666666666666,0.7142857142857143
4301,4209006,卡莱塔尼夫卡,Калайтановка,卡莱塔诺夫卡,Ukraine,settlement,1,0.16666666666666666,0.7142857142857143
4302,4209019,卡拉马林卡,Каламаринка,卡拉玛琳卡,Ukraine,settlement,2,0.4,0.42857142857142855
4303,4209042,卡兰塔伊夫卡,Калантаевка,卡兰塔耶夫卡,Ukraine,settlement,1,0.16666666666666666,0.7142857142857143
4304,4209116,卡拉奇基夫齐,Калачковцы,卡拉奇科夫齐,Ukraine,settlement,1,0.16666666666666666,0.7142857142857143
4305,4209128,卡拉恰韦,Калачово,卡拉乔沃,Ukraine,settlement,2,0.5,0.3333333333333333
4306,4183229,扎沃季,Заводы,扎沃德,Ukraine,settlement,1,0.3333333333333333,0.5
4307,4183233,扎沃江卡,Заводянка,扎沃江卡,Ukraine,settlement,0,0.0,1.0
4308,4183283,扎沃里奇,Заворичи,扎沃里奇,Ukraine,settlement,0,0.0,1.0
4309,4183293,扎沃尔斯克洛,Заворскло,扎沃尔斯克洛,Ukraine,settlement,0,0.0,1.0
4310,4183368,扎维亚赞齐,Завязанцы,扎维亚赞齐,Ukraine,settlement,0,0.0,1.0
4311,4183390,扎加伊,Загаи,扎盖,Ukraine,settlement,2,0.6666666666666666,0.25
4312,4180655,日京齐,Житинцы,日京齐,Ukraine,settlement,0,0.0,1.0
4313,4180656,科罗利夫卡,Королевка,科罗列夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4314,4180677,日特尼基,Житники,日特尼基,Ukraine,settlement,0,0.0,1.0
4315,4180684,诺韦,Новое,诺沃耶,Ukraine,settlement,2,0.6666666666666666,0.25
4316,4180697,日特尼夫卡,Житновка,日特诺夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4317,4180701,日特涅,Житное,日特诺耶,Ukraine,settlement,2,0.5,0.4
4318,4180708,日特尼戈里,Житные Горы,日特内耶·戈雷,Ukraine,settlement,4,0.5714285714285714,0.3333333333333333
4319,4180775,日霍韦,Жихово,日霍沃,Ukraine,settlement,1,0.3333333333333333,0.5
4320,4180779,日辛齐,Жищинцы,日辛齐,Ukraine,settlement,0,0.0,1.0
4321,4180797,日梅里涅,Жмерино,日梅里诺,Ukraine,settlement,1,0.25,0.6
4322,4180806,日穆德切,Жмудче,日穆切,Ukraine,settlement,1,0.25,0.75
4323,4180821,日尼博罗季,Жнибороды,日妮博萝德,Ukraine,settlement,3,0.6,0.25
4324,4180831,佐布林,Жобрин,若布琳,Ukraine,settlement,2,0.6666666666666666,0.2
4325,4180835,若维季,Жоведь,若韦季,Ukraine,settlement,1,0.3333333333333333,0.5
4326,4211003,卡缅卡,Каменка,卡缅卡,Ukraine,settlement,0,0.0,1.0
4327,4211009,卡米扬卡,Каменка,卡缅卡,Ukraine,settlement,2,0.5,0.4
4328,4211013,卡缅卡,Каменка,卡缅卡,Ukraine,settlement,0,0.0,1.0
4329,4211020,卡米扬卡,Каменка,卡缅卡,Ukraine,settlement,2,0.5,0.4
4330,4211078,卡米扬基,Каменки,卡缅基,Ukraine,settlement,2,0.5,0.4
4331,4211080,卡米扬基,Каменки,卡缅基,Ukraine,settlement,2,0.5,0.4
4332,4211088,卡明纳,Каменная,卡缅纳亚,Ukraine,settlement,2,0.5,0.4
4333,4223637,克利缅基,Клименки,克莉缅基,Ukraine,settlement,1,0.25,0.6
4334,4223667,克利梅尼夫卡,Клименовка,克莉梅诺夫卡,Ukraine,settlement,2,0.3333333333333333,0.5
4335,4223679,克利缅季尼夫卡,Климентиновка,克莉缅季诺夫卡,Ukraine,settlement,2,0.2857142857142857,0.5555555555555556
4336,4223680,克利缅季伊夫卡,Климентиевка,克莉缅季耶夫卡,Ukraine,settlement,2,0.2857142857142857,0.5555555555555556
4337,4223682,克利缅托维奇,Климентовичи,克利缅托维奇,Ukraine,settlement,0,0.0,1.0
4338,4223683,克利缅托韦,Климентово,克利缅托沃,Ukraine,settlement,1,0.2,0.6666666666666666
4339,4223689,克利缅托韦,Климентово,克利缅托沃,Ukraine,settlement,1,0.2,0.6666666666666666
4340,4223715,克利姆基夫齐,Климковцы,克莉姆科夫齐,Ukraine,settlement,2,0.3333333333333333,0.5
4341,4223716,克利姆基夫齐,Климковцы,克莉姆科夫齐,Ukraine,settlement,2,0.3333333333333333,0.5
4342,4225459,科瓦利,Ковали,科瓦利,Ukraine,settlement,0,0.0,1.0
4343,4225462,科瓦利,Ковали,科瓦利,Ukraine,settlement,0,0.0,1.0
4344,4225465,科瓦利,Ковали,科瓦利,Ukraine,settlement,0,0.0,1.0
4345,4225466,科瓦利,Ковали,科瓦利,Ukraine,settlement,0,0.0,1.0
4346,4225469,科瓦利,Ковали,科瓦利,Ukraine,settlement,0,0.0,1.0
4347,4225471,科瓦利夫希纳,Коваливщина,科娃莉夫希娜,Ukraine,settlement,3,0.5,0.3333333333333333
4348,4225476,科瓦林,Ковалин,科瓦林,Ukraine,settlement,0,0.0,1.0
4349,4225550,科瓦利丘基夫卡,Ковальчуковка,科娃莉丘科夫卡,Ukraine,settlement,3,0.42857142857142855,0.4
4350,4225640,科瓦利夫卡,Ковалёвка,科瓦廖夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4351,4225641,科瓦利夫卡,Ковалёвка,科瓦廖夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4352,4225642,科瓦利夫卡,Ковалёвка,科瓦廖夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4353,4225649,科瓦利夫卡,Ковалёвка,科瓦廖夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4354,4223769,克利米夫卡,Климовка,克莉莫夫卡,Ukraine,settlement,2,0.4,0.42857142857142855
4355,4223771,克利米夫卡,Климовка,克莉莫夫卡,Ukraine,settlement,2,0.4,0.42857142857142855
4356,4223772,克利米夫卡,Климовка,克莉莫夫卡,Ukraine,settlement,2,0.4,0.42857142857142855
4357,4223793,克利莫韦,Климово,克利莫沃,Ukraine,settlement,1,0.25,0.6
4358,4223822,克利米夫希纳,Климовщина,克莉莫夫希娜,Ukraine,settlement,3,0.5,0.3333333333333333
4359,4232638,科拉基,Кораки,科拉基,Ukraine,settlement,0,0.0,1.0
4360,4232687,科尔比尼伊瓦尼,Корбины Иваны,科尔比内·伊娃内,Ukraine,settlement,4,0.5,0.36363636363636365
4361,4232757,科尔杰利夫卡,Корделевка,科尔杰列夫卡,Ukraine,settlement,1,0.16666666666666666,0.7142857142857143
4362,4232777,科尔顿,Кордон,科尔多恩,Ukraine,settlement,2,0.5,0.4
4363,4232784,科尔多尼夫卡,Кордоновка,科尔多诺夫卡,Ukraine,settlement,1,0.16666666666666666,0.7142857142857143
4364,4232793,科尔季希夫,Кордышев,科尔德舍夫,Ukraine,settlement,2,0.4,0.42857142857142855
4365,4232796,科尔季什夫卡,Кордышевка,科尔德舍夫卡,Ukraine,settlement,2,0.3333333333333333,0.5
4366,4232799,科尔季什夫卡,Кордышевка,科尔德舍夫卡,Ukraine,settlement,2,0.3333333333333333,0.5
4367,4235627,科斯季利尼基,Костыльники,科斯特利尼基,Ukraine,settlement,1,0.16666666666666666,0.7142857142857143
4368,4235630,科斯季利尼基,Костыльники,科斯特利尼基,Ukraine,settlement,1,0.16666666666666666,0.7142857142857143
4369,4211152,卡姆亚涅-斯卢昌西克,Каменно-Случанское,卡缅诺·斯卢昌斯科耶,Ukraine,settlement,7,0.7,0.25
4370,4211160,卡米亚诺布里德,Каменноброд,卡缅诺布罗德,Ukraine,settlement,3,0.42857142857142855,0.4444444444444444
4371,4211167,卡米亚诺吉尔卡,Каменногорка,卡缅诺戈尔卡,Ukraine,settlement,3,0.42857142857142855,0.4444444444444444
4372,4211168,卡米亚诺吉尔卡,Каменногорка,卡缅诺戈尔卡,Ukraine,settlement,3,0.42857142857142855,0.4444444444444444
4373,4211169,卡米亚诺吉尔卡,Каменногорка,卡缅诺戈尔卡,Ukraine,settlement,3,0.42857142857142855,0.4444444444444444
4374,4211170,卡米亚诺吉尔卡,Каменногорка,卡缅诺戈尔卡,Ukraine,settlement,3,0.42857142857142855,0.4444444444444444
4375,4211172,卡米亚诺吉尔卡,Каменногорка,卡缅诺戈尔卡,Ukraine,settlement,3,0.42857142857142855,0.4444444444444444
4376,4211176,卡明涅,Каменное,卡缅诺耶,Ukraine,settlement,3,0.75,0.16666666666666666
4377,4211177,卡明涅,Каменное,卡缅诺耶,Ukraine,settlement,3,0.75,0.16666666666666666
4378,4211183,卡米亚涅,Каменное,卡缅诺耶,Ukraine,settlement,3,0.75,0.14285714285714285
4379,4211185,卡米亚涅,Каменное,卡缅诺耶,Ukraine,settlement,3,0.75,0.14285714285714285
4380,4211189,卡米亚涅,Каменное,卡缅诺耶,Ukraine,settlement,3,0.75,0.14285714285714285
4381,4211192,卡米亚涅,Каменное,卡缅诺耶,Ukraine,settlement,3,0.75,0.14285714285714285
4382,4211193,卡米亚涅,Каменное,卡缅诺耶,Ukraine,settlement,3,0.75,0.14285714285714285
4383,4211196,卡米亚涅,Каменное,卡缅诺耶,Ukraine,settlement,3,0.75,0.14285714285714285
4384,4196984,伊瓦奇夫,Ивачев,伊瓦切夫,Ukraine,settlement,1,0.25,0.6
4385,4196986,伊瓦奇夫戈里什尼,Ивачев Горишний,伊瓦切夫·戈里什尼,Ukraine,settlement,2,0.2222222222222222,0.7
4386,4196988,伊瓦奇夫多利什尼,Ивачев Долишний,伊瓦切夫·多利什尼,Ukraine,settlement,2,0.2222222222222222,0.7
4387,4196999,伊瓦奇基夫,Ивачков,伊瓦奇科夫,Ukraine,settlement,1,0.2,0.6666666666666666
4388,4197040,伊瓦什基,Ивашки,伊娃什基,Ukraine,settlement,1,0.25,0.6
4389,4197048,伊瓦什基涅,Ивашкино,伊瓦什基诺,Ukraine,settlement,1,0.2,0.6666666666666666
4390,4197057,伊瓦什基夫,Ивашков,伊瓦什科夫,Ukraine,settlement,1,0.2,0.6666666666666666
4391,4197063,伊瓦什基夫卡,Ивашковка,伊娃什科夫卡,Ukraine,settlement,2,0.3333333333333333,0.5
4392,4197065,伊瓦什基夫卡,Ивашковка,伊娃什科夫卡,Ukraine,settlement,2,0.3333333333333333,0.5
4393,4197077,伊瓦什基夫齐,Ивашковцы,伊瓦什科夫齐,Ukraine,settlement,1,0.16666666666666666,0.7142857142857143
4394,4197079,伊瓦什基夫齐,Ивашковцы,伊瓦什科夫齐,Ukraine,settlement,1,0.16666666666666666,0.7142857142857143
4395,4197080,伊瓦什基夫齐,Ивашковцы,伊瓦什科夫齐,Ukraine,settlement,1,0.16666666666666666,0.7142857142857143
4396,4197082,伊瓦什基夫齐,Ивашковцы,伊瓦什科夫齐,Ukraine,settlement,1,0.16666666666666666,0.7142857142857143
4397,4197083,伊瓦什基夫齐,Ивашковцы,伊瓦什科夫齐,Ukraine,settlement,1,0.16666666666666666,0.7142857142857143
4398,4180906,若夫特涅韦,Жовтневое,若夫特涅沃耶,Ukraine,settlement,2,0.3333333333333333,0.5714285714285714
4399,4180907,新伊瓦尼夫西克,Жовтневое,若夫特涅沃耶,Ukraine,settlement,7,1.0,0.08333333333333333
4400,4180908,若夫特涅韦,Жовтневое,若夫特涅沃耶,Ukraine,settlement,2,0.3333333333333333,0.5714285714285714
4401,4236147,科特利亚里夫西克,Котляровское,科特利亚罗夫斯科耶,Ukraine,settlement,4,0.4444444444444444,0.4166666666666667
4402,4236187,科季夫,Котов,科托夫,Ukraine,settlement,1,0.3333333333333333,0.5
4403,4236188,科季夫,Котов,科托夫,Ukraine,settlement,1,0.3333333333333333,0.5
4404,4236189,科季夫,Котов,科托夫,Ukraine,settlement,1,0.3333333333333333,0.5
4405,4236191,科季夫,Котов,科托夫,Ukraine,settlement,1,0.3333333333333333,0.5
4406,4236198,科托瓦涅,Котовано,科托瓦诺,Ukraine,settlement,1,0.25,0.6
4407,4236205,科季夫卡,Котовка,科托夫卡,Ukraine,settlement,1,0.25,0.6
4408,4236206,科季夫卡,Котовка,科托夫卡,Ukraine,settlement,1,0.25,0.6
4409,4236207,科季夫卡,Котовка,科托夫卡,Ukraine,settlement,1,0.25,0.6
4410,4236208,科托夫卡,Котовка,科托夫卡,Ukraine,settlement,0,0.0,1.0
4411,4236211,科季夫卡,Котовка,科托夫卡,Ukraine,settlement,1,0.25,0.6
4412,4236213,科季夫卡,Котовка,科托夫卡,Ukraine,settlement,1,0.25,0.6
4413,4233988,科罗斯尼齐亚,Коросница,科萝丝妮察,Ukraine,settlement,5,0.8333333333333334,0.1
4414,4233989,科罗斯特,Корост,科萝丝特,Ukraine,settlement,2,0.5,0.3333333333333333
4415,4233995,科罗斯捷利夫卡,Коростелевка,科萝丝捷列夫卡,Ukraine,settlement,3,0.42857142857142855,0.4
4416,4234008,科罗斯坚,Коростень,科罗斯坚,Ukraine,settlement,0,0.0,1.0
4417,4234010,科罗斯特基,Коростки,科罗斯特基,Ukraine,settlement,0,0.0,1.0
4418,4225350,科瓦利夫卡,Ковалевка,科瓦列夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4419,4225354,科瓦利奥韦,Ковалево,科瓦列沃,Ukraine,settlement,3,0.6,0.2857142857142857
4420,4225383,科瓦连基,Коваленки,科瓦连基,Ukraine,settlement,0,0.0,1.0
4421,4225385,科瓦连基,Коваленки,科瓦连基,Ukraine,settlement,0,0.0,1.0
4422,4225458,科瓦利,Ковали,科瓦利,Ukraine,settlement,0,0.0,1.0
4423,4233918,科罗利夫卡,Королёвка,科罗廖夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4424,4233920,科罗利夫卡,Королёвка,科罗廖夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4425,4233921,科罗利夫卡,Королёвка,科罗廖夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4426,4233923,科罗利夫卡,Королёвка,科罗廖夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4427,4233924,科罗利夫卡,Королёвка,科罗廖夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4428,4233969,科罗佩齐,Коропец,科罗佩茨,Ukraine,settlement,1,0.25,0.6
4429,4233972,科罗波韦,Коропово,科罗波沃,Ukraine,settlement,1,0.25,0.6
4430,4233977,科罗普日,Коропуж,科罗普日,Ukraine,settlement,0,0.0,1.0
4431,4233979,科罗普奇克,Коропчик,科罗普奇克,Ukraine,settlement,0,0.0,1.0
4432,4233980,科罗皮,Коропы,科罗佩,Ukraine,settlement,1,0.3333333333333333,0.5
4433,4233981,科罗佩,Коропье,科罗皮耶,Ukraine,settlement,2,0.5,0.4
4434,4233986,科罗斯涅,Коросно,科罗斯诺,Ukraine,settlement,1,0.25,0.6
4435,4235636,科斯季里夫,Костырев,科斯特列夫,Ukraine,settlement,2,0.4,0.42857142857142855
4436,4235640,科斯季尔卡,Костырка,科斯特尔卡,Ukraine,settlement,1,0.2,0.6666666666666666
4437,4235641,科斯季尔卡,Костырка,科斯特尔卡,Ukraine,settlement,1,0.2,0.6666666666666666
4438,4235665,科斯秋基,Костюки,科斯秋基,Ukraine,settlement,0,0.0,1.0
4439,4235679,科斯秋基夫卡,Костюковка,科丝秋科夫卡,Ukraine,settlement,2,0.3333333333333333,0.5
4440,4235709,科斯秋奇基,Костючки,科斯秋奇基,Ukraine,settlement,0,0.0,1.0
4441,4235736,科斯季亚涅齐,Костянец,科斯佳涅茨,Ukraine,settlement,3,0.5,0.375
4442,4235737,科斯季亚涅齐,Костянец,科斯佳涅茨,Ukraine,settlement,3,0.5,0.375
4443,4235811,科西-斯洛比德卡,Косы-Слободка,科瑟·丝洛博德卡,Ukraine,settlement,4,0.5,0.3333333333333333
4444,4235812,科西,Косы,科瑟,Ukraine,settlement,1,0.5,0.3333333333333333
4445,4235813,科西,Косы,科瑟,Ukraine,settlement,1,0.5,0.3333333333333333
4446,4235837,科西赫,Косых,科瑟赫,Ukraine,settlement,1,0.3333333333333333,0.5
4447,4235839,科西奇,Косычи,科瑟奇,Ukraine,settlement,1,0.3333333333333333,0.5
4448,4195882,伊瓦诺-米科拉伊夫卡,Ивано-Николаевка,伊瓦诺·尼科拉耶夫卡,Ukraine,settlement,3,0.3,0.5384615384615384
4449,4195884,伊瓦诺-斯林基夫卡,Ивано-Слиньковка,伊瓦诺·斯林科夫卡,Ukraine,settlement,2,0.2222222222222222,0.6363636363636364
4450,4165115,多洛奇恰,Долочье,多洛奇耶,Ukraine,settlement,1,0.25,0.6
4451,4165139,多利西克,Дольск,多利斯克,Ukraine,settlement,1,0.25,0.6
4452,4165158,多利亚,Доля,多利亚,Ukraine,settlement,0,0.0,1.0
4453,4165672,多莫日尔,Домажир,多马日尔,Ukraine,settlement,1,0.25,0.6
4454,4165674,多马莫里奇,Домаморич,多马莫里奇,Ukraine,settlement,0,0.0,1.0
4455,4165695,多马尼夫卡,Домановка,多玛诺夫卡,Ukraine,settlement,2,0.4,0.42857142857142855
4456,4165699,多马诺韦,Доманово,多马诺沃,Ukraine,settlement,1,0.25,0.6
4457,4165707,多曼季夫卡,Домантовка,多曼托夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4458,4165712,多曼托韦,Домантово,多曼托沃,Ukraine,settlement,1,0.25,0.6
4459,4165735,多马什夫,Домашев,多玛舍夫,Ukraine,settlement,2,0.5,0.3333333333333333
4460,4165742,多马什林,Домашлин,多玛什琳,Ukraine,settlement,2,0.5,0.3333333333333333
4461,4165767,多马什夫,Домашов,多马绍夫,Ukraine,settlement,1,0.25,0.6
4462,4187285,扎里奇涅,Заречное,扎列奇诺耶,Ukraine,settlement,3,0.6,0.2857142857142857
4463,4187287,扎里奇涅,Заречное,扎列奇诺耶,Ukraine,settlement,3,0.6,0.2857142857142857
4464,4187288,扎里奇涅,Заречное,扎列奇诺耶,Ukraine,settlement,3,0.6,0.2857142857142857
4465,4187291,扎里奇涅,Заречное,扎列奇诺耶,Ukraine,settlement,3,0.6,0.2857142857142857
4466,4196874,伊万奇,Иванчи,伊万奇,Ukraine,settlement,0,0.0,1.0
4467,4196886,伊万奇齐,Иванчицы,伊万奇齐,Ukraine,settlement,0,0.0,1.0
4468,4196888,伊万奇齐,Иванчицы,伊万奇齐,Ukraine,settlement,0,0.0,1.0
4469,4196894,伊万丘基夫卡,Иванчуковка,伊万丘科夫卡,Ukraine,settlement,1,0.16666666666666666,0.7142857142857143
4470,4196899,伊万内,Иванье,伊万耶,Ukraine,settlement,1,0.3333333333333333,0.5
4471,4196904,伊万基,Иваньки,伊万基,Ukraine,settlement,0,0.0,1.0
4472,4196946,伊万尼亚,Иванья,伊万亚,Ukraine,settlement,1,0.25,0.75
4473,4196963,伊瓦希,Ивахи,伊瓦希,Ukraine,settlement,0,0.0,1.0
4474,4196974,伊瓦赫尼夫卡,Ивахновка,伊娃赫诺夫卡,Ukraine,settlement,2,0.3333333333333333,0.5
4475,4196982,伊瓦赫尼夫齐,Ивахновцы,伊娃赫诺夫齐,Ukraine,settlement,2,0.3333333333333333,0.5
4476,4180368,日林齐,Жилинцы,日林齐,Ukraine,settlement,0,0.0,1.0
4477,4180369,日林齐,Жилинцы,日林齐,Ukraine,settlement,0,0.0,1.0
4478,4180441,日利扎,Жильжа,日利扎,Ukraine,settlement,0,0.0,1.0
4479,4180514,日里奇,Жиричи,日里奇,Ukraine,settlement,0,0.0,1.0
4480,4180516,日尔基,Жирки,日尔基,Ukraine,settlement,0,0.0,1.0
4481,4180526,日尔基夫卡,Жирковка,日尔科夫卡,Ukraine,settlement,1,0.2,0.6666666666666666
4482,4180568,热罗瓦,Жирова,日罗瓦,Ukraine,settlement,1,0.3333333333333333,0.5
4483,4180578,热里夫卡,Жировка,日萝夫卡,Ukraine,settlement,2,0.5,0.3333333333333333
4484,4180586,日里夫西克,Жировское,日罗夫斯科耶,Ukraine,settlement,4,0.6666666666666666,0.2222222222222222
4485,4180613,日塔尼,Житани,日塔妮,Ukraine,settlement,1,0.3333333333333333,0.5
4486,4180617,日捷伊西克,Житейское,日捷伊斯科耶,Ukraine,settlement,3,0.5,0.375
4487,4180877,韦尔博韦,Вербовое,韦尔博沃耶,Ukraine,settlement,2,0.4,0.5
4488,4180878,新米海利夫西克,Новомихайловское,诺沃米海洛夫斯科耶,Ukraine,settlement,6,0.6666666666666666,0.23076923076923078
4489,4180888,若夫特涅韦,Оленоконстантиновка,奥列诺科恩丝坦季诺夫卡,Ukraine,settlement,11,1.0,0.06666666666666667
4490,4180891,博格达尼夫西克,Богданивське,博格达妮夫西克,Ukraine,settlement,1,0.14285714285714285,0.75
4491,4180909,罗日杰斯特温西克,Жовтневое,若夫特涅沃耶,Ukraine,settlement,7,0.875,0.07692307692307693
4492,4180911,新捷列什基,Жовтневое,若夫特涅沃耶,Ukraine,settlement,6,1.0,0.0
4493,4180919,维什涅韦,Вишнёвое,维什尼奥沃耶,Ukraine,settlement,4,0.6666666666666666,0.25
4494,4180920,若夫特涅韦,Жовтневое,若夫特涅沃耶,Ukraine,settlement,2,0.3333333333333333,0.5714285714285714
4495,4180922,波克罗夫西克,Покровское,波克罗夫斯科耶,Ukraine,settlement,3,0.42857142857142855,0.4444444444444444
4496,4180924,塔尔萨拉克,Тарсалак,塔尔莎拉克,Ukraine,settlement,1,0.2,0.6666666666666666
4497,4180927,多克托罗韦,Докторово,多克托罗沃,Ukraine,settlement,1,0.2,0.6666666666666666
4498,4169941,杜比亚吉,Дубяги,杜比亚吉,Ukraine,settlement,0,0.0,1.0
4499,4169948,杜比扬卡,Дубянка,杜比扬卡,Ukraine,settlement,0,0.0,1.0
4500,3802883,斯列德尼,Средний,斯列德尼,Russia,island,0,0.0,1.0
4501,3802882,斯列德尼,Средний,斯列德尼,Russia,island,0,0.0,1.0
4502,3802880,斯列德尼,Средний,斯列德尼,Russia,island,0,0.0,1.0
4503,3802879,斯波尔蒂夫内,Спортивный,斯波尔季夫内,Russia,island,1,0.16666666666666666,0.7142857142857143
4504,1432983,大索洛韦茨基,Соловецкий,索洛韦茨基,Russia,island,1,0.16666666666666666,0.8333333333333334
4505,3802878,斯利特,Слитый,斯利特,Russia,island,0,0.0,1.0
4506,1423489,新知,Симушир,西穆希尔,Russia,island,4,1.0,0.0
4507,1116638,西科拉,Сикора,西科拉,Russia,island,0,0.0,1.0
4508,840599,贝壳,Сигнальный,西格纳利内,Russia,island,5,1.0,0.0
4509,18400545,海狮岩,Сивучий Камень,西武奇·卡缅,Russia,island,6,1.0,0.0
4510,1337715,谢苗诺夫斯基,Семёновский,谢苗诺夫斯基,Russia,island,0,0.0,1.0
4511,3802874,谢韦尔内,Северный,谢韦尔内,Russia,island,0,0.0,1.0
4512,3802871,谢韦尔内,Северный,谢韦尔内,Russia,island,0,0.0,1.0
4513,3802872,谢韦尔内,Северный,谢韦尔内,Russia,island,0,0.0,1.0
4514,217362,谢韦尔内,Северный,谢韦尔内,Russia,island,0,0.0,1.0
4515,7792,库页,Сахалин,萨哈林,Russia,island,3,1.0,0.0
4516,2666720,萨利姆,Сальм,萨利姆,Russia,island,0,0.0,1.0
4517,2601596,萨尔凯,Салхай,莎尔海,Russia,island,2,0.6666666666666666,0.2
4518,494924,俄罗斯,Русский,鲁斯基,Russia,island,3,1.0,0.2
4519,2026512,俄罗斯,Русский,鲁斯基,Russia,island,3,1.0,0.2
4520,1108704,列伊涅克,Рейнеке,列伊涅克,Russia,island,0,0.0,1.0
4521,606198,拉斯舒阿,Расшуа,拉斯舒阿,Russia,island,0,0.0,1.0
4522,3802859,拉克塔,Ракета,拉克塔,Russia,island,0,0.0,1.0
4523,1464465,雷公计,Райкоке,赖科克,Russia,island,3,1.0,0.0
4524,3802860,帕兹德利内,Раздельный,拉兹杰利内,Russia,island,2,0.4,0.42857142857142855
4525,3802858,普斯托伊,Пустой,普斯托伊,Russia,island,0,0.0,1.0
4526,3802854,普雷格拉日达尤希,Преграждающий,普列格拉日达尤希,Russia,island,1,0.125,0.7777777777777778
4527,3802853,普雷格拉德纳亚,Преградная,普列格拉德纳亚,Russia,island,1,0.14285714285714285,0.75
4528,3802851,波特良内,Потерянный,波捷良内,Russia,island,1,0.25,0.6
4529,3802848,波普特内,Попутный,波普特内,Russia,island,0,0.0,1.0
4530,3802850,波沃罗特内,Поворотный,波沃罗特内,Russia,island,0,0.0,1.0
4531,430413,普洛斯基,Плоский,普洛斯基,Russia,island,0,0.0,1.0
4532,370811,普拉夫尼科夫维耶,Плавниковый,普拉夫尼科维,Russia,island,2,0.25,0.75
4533,638654,皮罗若克,Пирожок,皮罗若克,Russia,island,0,0.0,1.0
4534,923043,少先队员,Пионер,皮奥涅尔,Russia,island,4,1.0,0.0
4535,1582524,彼得格勒,Петроградский,佩特罗格拉茨基,Russia,island,6,0.8571428571428571,0.1
4536,2073124,佩夏内,Песчаный,佩夏内,Russia,island,0,0.0,1.0
4537,3803054,佩尔拉穆特罗维,Перламутровый,佩尔拉穆特罗维,Russia,island,0,0.0,1.0
